CC=Cc1ccc(OC)c(OC)c1,Methylisoeugenol,C10478,!Methylisoeugenol!
COC(=O)C=Cc1ccc(O)c(O)c1,Methyl caffeate,C10477,!Methyl caffeate!
CC(=O)C1CCC2C3CC(C)C4=CC(=O)CCC4(C)C3C(C)(O)CC12C,11beta-Hydroxy-6alpha;11-dimethylpregn-4-ene-3;20-dione,C15115,!11beta-Hydroxy-6alpha;11-dimethylpregn-4-ene-3;20-dione!
COc1ccc(CCOC2OC(COC3OC(CO)C(O)C(O)C3O)C(OC(=O)C=Cc3ccc(O)c(OC)c3)C(OC3OC(C)C(O)C(O)C3O)C2O)cc1O,Jionoside B1,C10473,!Jionoside B1!
CC=Cc1ccc2c(c1)OCO2,Isosafrole,C10472,!Isosafrole!
COc1ccc(-c2coc3cc(O)c(OC)c(O)c3c2=O)cc1,Irisolidone,C10471,!Irisolidone!
COc1ccc(C=CC(=O)O)cc1O,Isoferulic acid,C10470,!Isoferulic acid!
CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,Diisodecyl phthalate,C14578,!Diisodecyl phthalate!
CNC(=O)Oc1ccc(C)c(C)c1,Xylylcarb,C14579,!Xylylcarb!
Clc1cc2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c(Cl)c1Cl,1;2;3;4;6;7;8-Heptachlorodibenzofuran,C18111,!1;2;3;4;6;7;8-Heptachlorodibenzofuran!
CCc1ccccc1C,2-Ethyltoluene,C14572,!2-Ethyltoluene!
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,3;3';4;4';5-Pentachlorobiphenyl,C14573,!3;3';4;4';5-Pentachlorobiphenyl!
COC(=O)CCCCC(=O)OC,Dimethyl adipate,C14570,!Dimethyl adipate!
CC(C)(SC(=O)N1CCCCC1)c1ccccc1,Dimepiperate,C14571,!Dimepiperate!
Oc1c2ccccc2c2ccc3cccc4ccc1c2c43,6-Hydroxybenzo[a]pyrene,C14576,!6-Hydroxybenzo[a]pyrene!
CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,Diisooctyl phthalate,C14577,!Diisooctyl phthalate!
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,Chlorobenzilate,C14574,!Chlorobenzilate!
CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,Di-n-heptyl phthalate,C14575,!Di-n-heptyl phthalate!
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,Ciprofloxacin,C05349,!Ciprofloxacin!
O=C(O)C(O)c1ccc(O)cc1,(R)-4-Hydroxymandelate,C05343,!(R)-4-Hydroxymandelate!
Nc1ncnc2c1ncn2C1(CO)OC(CO)C(O)C1O,Psicofuranine,C05342,!Psicofuranine!
NCCCCC(NC(=O)CCN)C(=O)O,beta-Alanyl-L-lysine,C05341,!beta-Alanyl-L-lysine!
N=C(N)NCCCC(NC(=O)CCN)C(=O)O,beta-Alanyl-L-arginine,C05340,!beta-Alanyl-L-arginine!
NC(=O)NCCCCC(N)C(=O)O,L-Homocitrulline,C02427,!L-Homocitrulline!
O=CC(O)CO,L-Glyceraldehyde,C02426,!L-Glyceraldehyde!
O=P(O)(O)OCC1OC(O)(CO)C(O)C1O,beta-D-Fructose 6-phosphate,C05345,!beta-D-Fructose 6-phosphate!
CC1OC(OP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(=O)[nH]c(N)nc43)C(O)C2O)C(O)C(O)C1=O,GDP-4-dehydro-6-deoxy-L-mannose,C05344,!GDP-4-dehydro-6-deoxy-L-mannose!
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,2;3;4;3';4'-Pentachlorobiphenyl,C18116,!2;3;4;3';4'-Pentachlorobiphenyl!
c1ccc(CNc2ncnc3[nH]cnc23)cc1,6-Benzylaminopurine,C11263,!6-Benzylaminopurine!
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1,2;3;4;4';5-Pentachlorobiphenyl,C18117,!2;3;4;4';5-Pentachlorobiphenyl!
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,Triclosan,C12059,!Triclosan!
CC=CCC=CCCC(=O)C1OC1C(N)=O,Cerulenin,C12058,!Cerulenin!
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,Meloxicam,C08169,!Meloxicam!
Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,5-Azacytidine,C11262,!5-Azacytidine!
C=C(NC(=O)c1csc(-c2nc3c(cc2O)-c2nc(cs2)C(=O)NC(C(C)O)C(=O)NC(=CC)c2nc(cs2)C(=O)NC2CC(O)C(=O)OCc4cccc5[nH]c(c(C)c45)C(=O)SCC(NC(=O)c4csc2n4)c2nc-3cs2)n1)C(N)=O,Nosiheptide,C12053,!Nosiheptide!
N=C(N)NC1C(O)C(OC(N)=O)C(O)C(O)C1OP(=O)(O)O,Bluensidine 6-phosphate,C17572,!Bluensidine 6-phosphate!
CC=C(NC(=O)c1csc(-c2csc(-c3ccc4c(n3)-c3csc(n3)C(C(C)O)NC(=O)c3csc(n3)C(C(C)C)NC(=O)c3csc(n3)C(=CC)NC(=O)C(C(C)O)NC(=O)c3csc-4n3)n2)n1)C(=O)NCC(C)O,Micrococcin,C12051,!Micrococcin!
CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)c1ccccc1N,Anthraniloyl-CoA,C02247,!Anthraniloyl-CoA!
O=C(O)CCCCC(O)(CC(=O)O)C(=O)O,(R)-(Homo)3-citrate,C16598,!(R)-(Homo)3-citrate!
COCC1OC(OC2OCC3OC4(OCC(OC(=O)c5c(C)cc(O)cc5O)C5OCOC54)OC3C2O)C(OC)C(O)C1OC1OC(C)C(OC)C(OC2OC(C)C3OC4(CC(O)C(OC5CC(OC6CC(C)(N(=O)O)C(OC)C(C)O6)C(OC(=O)c6c(C)c(Cl)c(O)c(Cl)c6OC)C(C)O5)C(C)O4)OC3(C)C2O)C1O,Everninomycin,C12050,!Everninomycin!
Nc1ncnc2c1nnn2C1OC(CO)C(O)C1O,8-Azaadenosine,C11265,!8-Azaadenosine!
C=C(C=O)c1ccccc1,Atropaldehyde,C16592,!Atropaldehyde!
O=C1C(O)C(O)C(O)C(O)C1O,myo-Inosose-5,C17577,!myo-Inosose-5!
O=CCCCCCC(=O)O,7-Oxoheptanoic acid,C16590,!7-Oxoheptanoic acid!
NC(=O)OCC(C(=O)O)c1ccccc1,3-Carbamoyl-2-phenylpropionic acid,C16591,!3-Carbamoyl-2-phenylpropionic acid!
O=C1NC(=O)C(c2ccccc2)CO1,5-Phenyl-1;3-oxazinane-2;4-dione,C16596,!5-Phenyl-1;3-oxazinane-2;4-dione!
O=C(O)CCCC(C(=O)O)C(O)C(=O)O,(-)-threo-Iso(homo)2-citrate,C16597,!(-)-threo-Iso(homo)2-citrate!
CC(O)C(NC(=O)CCCCCCS)C(=O)O,7-Mercaptoheptanoylthreonine,C16594,!7-Mercaptoheptanoylthreonine!
O=C1NC(O)C(c2ccccc2)CO1,4-Hydroxy-5-phenyltetrahydro-1;3-oxazin-2-one,C16595,!4-Hydroxy-5-phenyltetrahydro-1;3-oxazin-2-one!
CC(OP(=O)(O)OCC(O)C(O)C(O)CN1c2cc(O)ccc2Cc2c1[nH]c(=O)[nH]c2=O)C(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O,Reduced coenzyme F420,C01080,!Reduced coenzyme F420!
Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(N)n1,Thiamin monophosphate,C01081,!Thiamin monophosphate!
OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,alpha;alpha-Trehalose,C01083,!alpha;alpha-Trehalose!
C=C(NC(=O)C(=C)NC(=O)C(=C)NC(=O)c1ccc2c(n1)-c1coc(n1)C(=C)NC(=O)C(=C)NC(=O)c1nc(oc1C)C(=CC)NC(=O)c1csc(n1)C(OC)NC(=O)c1nc(oc1C)C(=CC(C)O)NC(=O)C(C(C)O)NC(=O)c1csc-2n1)C(N)=O,Sulfamycin B,C12055,!Sulfamycin B!
CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CCO,(3R)-3-Hydroxyacyl-CoA,C01086,!(3R)-3-Hydroxyacyl-CoA!
O=C(NC1CN(C(C(=O)O)c2ccc(O)cc2)C1=O)C(=NO)c1ccc(O)cc1,Nocardicin E,C01739,!Nocardicin E!
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,Neomycin B,C01737,!Neomycin B!
CN1CCC23c4c5ccc(O)c4OC2C(=O)C=CC3C1C5,Morphinone,C01735,!Morphinone!
CC(=CC(=O)O)C(=O)O,Mesaconate,C01732,!Mesaconate!
CSCCC(N)C(=O)O,Methionine,C01733,!Methionine!
O=C(O)c1cnccn1,Pyrazinoic acid,C19915,!Pyrazinoic acid!
S[Hg]S,Mercury mercaptide,C01731,!Mercury mercaptide!
Nc1ncnc2c1nc(Br)n2C1OC(CO)C(O)C1O,8-Bromoadenosine,C11266,!8-Bromoadenosine!
CC(=O)Oc1ccccc1,Phenyl acetate,C00548,!Phenyl acetate!
C=C(C)C1CCC(C)=CC1=O,Isopiperitenone,C02289,!Isopiperitenone!
O=C(O)C(O)C(=O)O,Hydroxymalonate,C02287,!Hydroxymalonate!
Nc1ncnc(N)c1NC=O,4;6-Diamino-5-formamidopyrimidine,C06502,!4;6-Diamino-5-formamidopyrimidine!
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,Glycyrrhizinate,C02284,!Glycyrrhizinate!
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,Glycyrrhetinate,C02283,!Glycyrrhetinate!
Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1,GDP-L-galactose,C02280,!GDP-L-galactose!
CC(=NNC(=O)c1ccncc1)C(=O)O,Isoniazid pyruvate,C16624,!Isoniazid pyruvate!
CC(=O)C=O,Methylglyoxal,C00546,!Methylglyoxal!
CCCS(=O)(=O)c1ccc2[nH]c(NC(=O)OC)nc2c1,Albendazole sulfone,C16626,!Albendazole sulfone!
CCCS(=O)(=O)c1ccc2[nH]c(N)nc2c1,Albendazole-2-aminosulfone,C16627,!Albendazole-2-aminosulfone!
CSc1nc(N)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,6-Methylthioguanosine monophosphate,C16620,!6-Methylthioguanosine monophosphate!
Cn1cnc(N(=O)O)c1,1-Methyl-4-nitroimidazole,C16621,!1-Methyl-4-nitroimidazole!
CC(=O)NNC(C)=O,N;N'-Diacetylhydrazine,C16622,!N;N'-Diacetylhydrazine!
NCC(O)c1ccc(O)c(O)c1,L-Noradrenaline,C00547,!L-Noradrenaline!
O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,Triaziquone,C19542,!Triaziquone!
COC(=O)Nc1nc2cc(S(=O)(=O)CC(C)O)ccc2[nH]1,Albendazole-beta-hydroxysulphone,C16628,!Albendazole-beta-hydroxysulphone!
COC(=O)Nc1nc2cc(S(=O)(=O)CCCO)ccc2[nH]1,Albendazole-gamma-hydroxysulphone,C16629,!Albendazole-gamma-hydroxysulphone!
O=N(O)c1ccc(OP(=O)(O)Oc2ccc(N(=O)O)cc2)cc1,Bis(4-nitrophenyl)phosphate,C03779,!Bis(4-nitrophenyl)phosphate!
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,BHC,C18738,!BHC!
N=C(N)NCCCC(=O)C(=O)O,5-Guanidino-2-oxopentanoate,C03771,!5-Guanidino-2-oxopentanoate!
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2=O,5beta-Androstane-3;17-dione,C03772,!5beta-Androstane-3;17-dione!
CC(=O)OCC1OC(O)C(O)C(O)C1O,6-Acetyl-beta-D-galactoside,C03773,!6-Acetyl-beta-D-galactoside!
CC(=O)NC1C(=O)OC(CO)C(O)C1O,N-Acetyl-D-mannosaminolactone,C03776,!N-Acetyl-D-mannosaminolactone!
CC(=O)CN,Aminoacetone,C01888,!Aminoacetone!
CC(C)C(=O)O,2-Methylpropanoate,C02632,!2-Methylpropanoate!
O=C1CCCCCO1,epsilon-Caprolactone,C01880,!epsilon-Caprolactone!
CC12CCCC1C1C(=O)CC3CCCCC3(C)C1CC2,7-Oxosteroid,C01881,!7-Oxosteroid!
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OC2OC(CO)C(O)C2O)C(O)C1O,ADP-D-ribose,C01882,!ADP-D-ribose!
CC(=O)O,Acetic ester,C01883,!Acetic ester!
O=COCC(O)CO,1-Acylglycerol,C01885,!1-Acylglycerol!
CC12CCCC1C1CCC3CCCCC3(C)C1CC2,5alpha-Androstane,C01554,!5alpha-Androstane!
CNC1C(OC2OC(CO)C(N)C(O)C2O)OC2CC(N)C(OC3C(N)CC(N)C(O)C3O)OC2C1O,Apramycin,C01555,!Apramycin!
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3c[nH]cn3)CCC12,17beta-(1H-Imidazol-4-yl)androst-5-en-3beta-ol,C14998,!17beta-(1H-Imidazol-4-yl)androst-5-en-3beta-ol!
CC(=O)OC12C=CC(=O)C=C1CCC1C3CCCC3(C)CCC12,10-Hydroxyestra-1;4-dien-3-one acetate,C14999,!10-Hydroxyestra-1;4-dien-3-one acetate!
CCCCCCCCC1(O)CC2C3CCc4cc(OC)ccc4C3CCC2(C)C1O,3-Methoxy-16-octylestra-1;3;5(10)-triene-16beta;17beta-diol,C14994,!3-Methoxy-16-octylestra-1;3;5(10)-triene-16beta;17beta-diol!
CCC1(O)CC2C3CCc4cc(OC)ccc4C3CCC2(C)C1O,3-Methoxy-16-ethylestra-1;3;5(10)-triene-16beta;17beta-diol,C14995,!3-Methoxy-16-ethylestra-1;3;5(10)-triene-16beta;17beta-diol!
CC(=O)CCCCCCCCCCC1CCC(O)C1O,12-(2;3-Dihydroxycyclopentyl)-2-dodecanone,C14996,!12-(2;3-Dihydroxycyclopentyl)-2-dodecanone!
Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,Xylometazoline,C07913,!Xylometazoline!
CC(=O)OC1CC2(C)C(CCC2C2(C)OCCO2)C2CC3OC34CC3(CCC4(C)C12)OCCO3,Cyclic-3;20-bis(1;2-ethanediyl acetal)-11alpha-(acetyloxy)-5alpha;6alpha-epoxypregnane-3;20-dione,C14990,!Cyclic-3;20-bis(1;2-ethanediyl acetal)-11alpha-(acetyloxy)-5alpha;6alpha-epoxypregnane-3;20-dione!
CC12CCC(O)C(C)(C)C1CCC1=C2CCC2(C)C(C(=O)CO)CCC12C,3beta;21-Dihydroxy-4;4;14-trimethyl-5alpha-pregn-8-en-20-one,C14991,!3beta;21-Dihydroxy-4;4;14-trimethyl-5alpha-pregn-8-en-20-one!
CC(=O)OC1=CC2=CCC3C4CCC(=O)C4(C)CC(=O)C3(S)C2(C)CC1,3-(Acetyloxy)-9-mercaptoandrosta-3;5-diene-11;17-dione,C14992,!3-(Acetyloxy)-9-mercaptoandrosta-3;5-diene-11;17-dione!
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,Adenosine tetraphosphate,C03483,!Adenosine tetraphosphate!
CNCCOP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,CDP-N-methylethanolamine,C03486,!CDP-N-methylethanolamine!
CO,Aromatic primary alcohol,C03485,!Aromatic primary alcohol!
COc1c(C)c(O)c(C(C)=O)c(O)c1Cc1c(O)c2c(c(C(C)=O)c1O)OC(C)(C)C=C2,Mallotochromene,C09013,!Mallotochromene!
CCC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(c2ccccc2)NC(=O)C2CC(=O)CCN2C(=O)C(Cc2ccccc2)N(C)C(=O)C2CCCN2C1=O,Virginiamycin S1,C11269,!Virginiamycin S1!
O=c1c(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c(-c2ccccc2)oc2ccccc12,Flavonol 3-O-D-xylosylglucoside,C04068,!Flavonol 3-O-D-xylosylglucoside!
COC1=CC(=O)C(C)=C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O,2-Hexaprenyl-3-methyl-6-methoxy-1;4-benzoquinone,C05804,!2-Hexaprenyl-3-methyl-6-methoxy-1;4-benzoquinone!
COC1=C(O)C(=O)C(C)=C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O,2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1;4-benzoquinone,C05805,!2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1;4-benzoquinone!
CC(O)(CCO)CC(=O)O,(S)-Mevalonate,C02104,!(S)-Mevalonate!
COc1ccc2cc1Oc1cc3c(cc1OC)CCN(C)(C)C3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1C(C2)N(C)(C)CC3,Metocurine,C07919,!Metocurine!
CCC12C=CCN3CCC4(c5ccc(OC)cc5N(C)C4C(O)(C(=O)OC)C1)C32,Desacetoxyvindoline,C02673,!Desacetoxyvindoline!
O=CC(O)C1OC(=O)C(O)C1O,D-Glucuronolactone,C02670,!D-Glucuronolactone!
CCOc1ccc(NC(N)=O)cc1,Dulcin,C19415,!Dulcin!
O=P(O)(OCC(O)CO)OCC(O)CO,Glycerophosphoglycerol,C03274,!Glycerophosphoglycerol!
O=C(O)C=Cc1ccccc1,Alkyl cinnamate,C06357,!Alkyl cinnamate!
CC1=C2N=C(C=C3N=C(C(C)=C4NC(C)(C5N=C1C(C)(CCC(=O)O)C5CC(=O)O)C(C)(CC(N)=O)C4CCC(=O)O)C(C)(CC(N)=O)C3CCC(=O)O)C(C)(C)C2CCC(=O)O,Hydrogenobyrinate a;c diamide,C06503,!Hydrogenobyrinate a;c diamide!
O=N(O)c1ccc2c3c(cccc13)CC2,5-Nitroacenaphthene,C19269,!5-Nitroacenaphthene!
C[SeH],Methaneselenol,C05703,!Methaneselenol!
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,Lindane,C07075,!Lindane!
CCN(CC)CC(=O)Nc1c(C)cccc1C,Lidocaine,C07073,!Lidocaine!
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Losartan,C07072,!Losartan!
c1ccc(C2CN3CCSC3=N2)cc1,Levamisole,C07070,!Levamisole!
Cc1cc(Cc2ccc(N)c(C)c2)ccc1N,4;4'-Methylene bis(2-methylaniline),C19260,!4;4'-Methylene bis(2-methylaniline)!
CC(=O)CC(C)C,Methyl isobutyl ketone,C19263,!Methyl isobutyl ketone!
Cc1c[nH]cn1,4-Methylimidazole,C19262,!4-Methylimidazole!
Cc1cc(=O)[nH]c(=S)[nH]1,Methylthiouracil,C19265,!Methylthiouracil!
Cc1ccc2c(c1N(=O)O)C(=O)c1ccccc1C2=O,2-Methyl-1-nitroanthraquinone,C19264,!2-Methyl-1-nitroanthraquinone!
O=NN(CCCl)C(=O)NC1CCCCC1,Lomustine,C07079,!Lomustine!
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,Lomefloxacin,C07078,!Lomefloxacin!
C=C1CC23CC4(O)C5C6(C)CCCC57C(C2CC1C(=O)C37)N4C6,Spiradine A,C08708,!Spiradine A!
C=C1C2CCC3(C4CC5C6(C)CCCC5(C(O4)N4CCOC46)C3C2)C1OC(C)=O,Spiramine A,C08709,!Spiramine A!
CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,tau-Fluvalinate,C18790,!tau-Fluvalinate!
CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1,Halofenozide,C18791,!Halofenozide!
CCC(C)(O)C#N,(2R)-2-Hydroxy-2-methylbutanenitrile,C18796,!(2R)-2-Hydroxy-2-methylbutanenitrile!
COC1C(O)C(O)C(O)C(O)C1O,6-O-Methyl-myo-inositol,C06353,!6-O-Methyl-myo-inositol!
OCCC1C(CO)=C(CO)CC1O,Eucommiol,C17878,!Eucommiol!
COc1c(O)c(=O)n2c3ccccc3c3ccnc1c32,Nigakinone,C17879,!Nigakinone!
C=C1C2CC3(C1O)C1CC4C5(C)CCC(O)C4(C1N(CC)C5)C3CC2O,Napelline,C08700,!Napelline!
CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,Dioxation,C17877,!Dioxation!
CC1Nc2[nH]c(N)nc(=O)c2N2CN(c3ccc(CC(O)C(O)C(O)COC4OC(COP(=O)(O)OC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O)C(O)C4O)cc3)C(C)C12,5;10-Methylene-H4SPT,C18798,!5;10-Methylene-H4SPT!
CCCC=C1OC(=O)C2=C1CCCC2,Sedanonic acid lactone,C17875,!Sedanonic acid lactone!
CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)CC(OC(C)=O)(C5C6OC(=O)c5ccc(OC)c(OC)c5)C(C(OC)C23)C14,Pseudoaconitine,C08704,!Pseudoaconitine!
CC1CCC2(O)C3(C)CC4(O)OC2(C1O)C1(O)C3(O)C(OC(=O)c2ccc[nH]2)C(O)(C(C)C)C41C,Ryanodine,C08705,!Ryanodine!
CCN1CC2(COC(=O)c3ccccc3NC(=O)CCC(=O)OC)CCC(OC)C34C5CC6C(OC)CC(OC)(C5C6OC)C(O)(C(OC)C23)C14,Septentrionine,C08706,!Septentrionine!
C=C1C2CC3(C1O)C1CC4C5(C)CCC(O)C4(C1N(CC)C5)C3CC2=O,Songorine,C08707,!Songorine!
CC12CCC3c4ccc(O)cc4CCC3C1CC(OC1OC(C(=O)O)C(O)C(O)C1O)C2O,16-Glucuronide-estriol,C05504,!16-Glucuronide-estriol!
O=[PH](O)O,Phosphonic acid,C06701,!Phosphonic acid!
O=P(O)(O)OCC1OCC(O)C1O,5'-Ribonucleotide,C02520,!5'-Ribonucleotide!
CC(=O)C=Cc1ccc(O)cc1,4-Hydroxycinnamoylmethane,C12088,!4-Hydroxycinnamoylmethane!
NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1,Thyrotropin-releasing hormone,C03958,!Thyrotropin-releasing hormone!
O=P1(O)OC2C(O)C(O)C(O)C(O)C2O1,D-myo-Inositol 1;2-cyclic phosphate,C04299,!D-myo-Inositol 1;2-cyclic phosphate!
CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OCC(O)C(O)C6OC6OCC(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,Theasaponin,C08986,!Theasaponin!
O=C(O)C(=O)CSc1ccc(Br)cc1,S-(4-Bromophenyl)-mercaptopyruvate,C04264,!S-(4-Bromophenyl)-mercaptopyruvate!
CC1OC2OC3C(OCC(O)C3O)OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CC(O)C(OC7OC(CO)C(O)C(O)C7OC7OCC(OC(=O)CC(C)(O)CC(=O)OC1C(OC1OCC(O)C(O)C1O)C2O)C(O)C7O)C(C)(CO)C6CCC5(C)C3(C)CC4,Tubeimoside I,C08987,!Tubeimoside I!
CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,Chlortetracycline,C06571,!Chlortetracycline!
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,Spinasaponin A,C08984,!Spinasaponin A!
CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,Tetracycline,C06570,!Tetracycline!
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,Naltrexone,C07253,!Naltrexone!
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,Naloxone,C07252,!Naloxone!
Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,Nalbuphine,C07251,!Nalbuphine!
CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,Nafcillin,C07250,!Nafcillin!
Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,Nelfinavir,C07257,!Nelfinavir!
CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,Amphotericin B,C06573,!Amphotericin B!
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,Nedocromil,C07255,!Nedocromil!
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O,Nandrolone,C07254,!Nandrolone!
CCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,(S)-Hydroxyhexanoyl-CoA,C05268,!(S)-Hydroxyhexanoyl-CoA!
CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3O)C2O)C1O,Soyasaponin A1,C08982,!Soyasaponin A1!
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,Sildenafil,C07259,!Sildenafil!
CN(C)C(=O)Oc1cccc(N(C)(C)C)c1,Neostigmine,C07258,!Neostigmine!
CC12CC(O)C3C(CCC4CC(O)CCC43C)C1CCC2=O,3alpha;11beta-Dihydroxy-5alpha-androstane-17-one,C14606,!3alpha;11beta-Dihydroxy-5alpha-androstane-17-one!
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,Carvedilol,C06875,!Carvedilol!
CC1OC(OC2C(c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)OC(CO)C(O)C2O)C(O)C(O)C1O,Vitexin 2''-O-beta-L-rhamnoside,C12628,!Vitexin 2''-O-beta-L-rhamnoside!
COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1C1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O,Isoswertisin 2''-rhamnoside,C12629,!Isoswertisin 2''-rhamnoside!
